	Variable de la estacion MagyaCba La Cumbrecita 
 
Temp	Hume	Pto.Ro	Precipt	Vel.Vie	Raf.Vie	  Pres	Rad.Sol	Temp_S1	Temp_S2	Temp_S3	Hum_S1	Hum_S2	Hum_S3	Hum_Hoja
22.90 	 45.00 	 10.30	 0.00	 8.60	 18.10	 861.20	 463.00	 19.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.20 	 43.30 	 10.00	 0.00	 7.60	 16.40	 863.10	 445.60	 19.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.60 	 43.00 	 10.30	 0.00	 6.10	 12.40	 863.10	 528.50	 19.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.20 	 41.80 	 10.40	 0.00	 5.00	 11.80	 860.60	 601.80	 19.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.10 	 35.40 	 8.70	 0.00	 2.90	 7.90	 861.90	 642.40	 19.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.70 	 32.30 	 7.90	 0.00	 2.90	 2.90	 863.10	 679.00	 19.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.00 	 35.00 	 9.40	 0.00	 4.10	 5.50	 864.40	 704.10	 19.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.60 	 36.20 	 9.50	 0.00	 7.20	 16.30	 863.80	 740.70	 19.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.70 	 37.90 	 10.30	 0.00	 6.30	 14.00	 864.40	 781.20	 19.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.70 	 39.20 	 10.80	 0.00	 7.20	 12.90	 861.20	 817.90	 19.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.40 	 40.30 	 10.90	 0.00	 8.30	 17.00	 861.90	 850.70	 19.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.50 	 41.60 	 11.50	 0.00	 7.90	 14.70	 861.20	 885.40	 19.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.70 	 37.80 	 10.20	 0.00	 8.00	 15.00	 860.60	 920.10	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.60 	 35.50 	 9.20	 0.00	 9.20	 15.40	 862.50	 951.00	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.70 	 38.40 	 10.50	 0.00	 9.60	 17.10	 863.10	 979.90	 20.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.90 	 34.80 	 9.20	 0.00	 9.90	 22.40	 861.90	 1006.90	 20.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.80 	 36.10 	 9.60	 0.00	 11.00	 21.40	 861.90	 995.40	 20.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.90 	 32.70 	 8.30	 0.00	 9.30	 18.80	 863.80	 1062.90	 20.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.30 	 33.00 	 8.80	 0.00	 9.00	 25.00	 863.10	 1088.00	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.50 	 33.00 	 8.90	 0.00	 7.60	 23.30	 860.60	 1103.40	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.40 	 36.10 	 10.20	 0.00	 10.50	 25.20	 861.20	 1113.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.30 	 37.30 	 10.60	 0.00	 9.50	 9.50	 861.20	 1130.40	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.40 	 40.60 	 11.90	 0.00	 9.10	 22.90	 862.50	 1074.50	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.20 	 38.30 	 10.90	 0.00	 10.10	 20.00	 861.20	 1151.60	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.00 	 41.30 	 11.80	 0.00	 11.50	 22.70	 860.60	 1008.90	 21.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.80 	 46.10 	 13.30	 0.00	 11.40	 22.00	 860.00	 1006.90	 21.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.00 	 44.80 	 13.10	 0.00	 9.90	 9.90	 862.50	 1032.00	 21.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.90 	 44.90 	 13.00	 0.00	 11.70	 24.10	 861.20	 1142.00	 21.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.70 	 44.60 	 12.70	 0.00	 10.60	 23.50	 861.20	 993.40	 21.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.00 	 46.80 	 13.80	 0.00	 10.60	 22.90	 862.50	 1134.30	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.50 	 47.10 	 13.40	 0.00	 12.70	 34.90	 862.50	 769.70	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.20 	 47.70 	 13.30	 0.00	 12.70	 22.80	 862.50	 731.10	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.30 	 46.70 	 13.10	 0.00	 11.30	 23.30	 861.90	 843.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.70 	 44.30 	 12.60	 0.00	 11.30	 26.70	 861.90	 1147.80	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.90 	 42.50 	 12.20	 0.00	 10.70	 25.50	 863.10	 933.60	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.00 	 40.10 	 11.40	 0.00	 11.80	 23.90	 861.90	 910.50	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.10 	 39.10 	 11.10	 0.00	 9.90	 22.70	 860.60	 1055.20	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.20 	 37.00 	 10.40	 0.00	 11.70	 30.50	 862.50	 1022.40	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
26.10 	 36.30 	 10.00	 0.00	 11.10	 24.00	 862.50	 929.80	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.70 	 37.80 	 10.20	 0.00	 11.10	 27.60	 860.60	 426.30	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.00 	 39.10 	 10.10	 0.00	 12.70	 25.80	 860.60	 289.40	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.70 	 42.30 	 11.00	 0.00	 11.80	 26.80	 861.20	 277.80	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.40 	 44.90 	 11.70	 0.00	 9.60	 23.50	 861.90	 210.30	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.50 	 48.50 	 12.90	 0.00	 9.70	 20.30	 861.90	 491.90	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.00 	 48.10 	 13.30	 0.00	 11.60	 24.80	 862.50	 794.70	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.30 	 53.90 	 14.40	 0.00	 11.70	 24.90	 861.90	 216.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.80 	 58.20 	 15.10	 0.00	 12.20	 21.90	 861.20	 200.60	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.30 	 60.60 	 15.30	 0.00	 11.70	 22.90	 860.00	 104.20	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.90 	 64.70 	 15.90	 0.00	 11.90	 23.10	 859.40	 108.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.60 	 71.10 	 17.10	 0.00	 12.80	 25.10	 860.00	 148.50	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.00 	 72.70 	 16.90	 0.00	 11.50	 22.10	 859.40	 71.40	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.60 	 77.70 	 17.50	 0.00	 6.30	 12.20	 861.20	 0.00	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.40 	 80.70 	 17.90	 0.20	 5.90	 6.00	 860.60	 92.60	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.30 	 81.40 	 18.00	 0.00	 8.00	 16.40	 860.60	 266.20	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.50 	 81.40 	 18.20	 0.20	 6.80	 15.00	 861.20	 266.20	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.30 	 80.00 	 17.70	 0.00	 8.50	 18.60	 861.20	 165.90	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.20 	 81.60 	 17.90	 0.00	 10.00	 21.50	 861.20	 243.10	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.10 	 78.90 	 17.30	 0.00	 11.10	 28.60	 860.60	 152.40	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.90 	 76.00 	 16.50	 0.00	 11.00	 23.40	 860.60	 110.00	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.80 	 74.80 	 16.20	 0.00	 9.60	 20.60	 860.00	 96.50	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.40 	 75.40 	 15.90	 0.00	 12.40	 26.30	 860.00	 111.90	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.20 	 68.60 	 14.20	 0.00	 9.50	 22.70	 861.20	 81.00	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 71.20 	 14.70	 0.00	 8.80	 21.80	 860.60	 57.90	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.90 	 71.30 	 14.60	 0.00	 10.00	 22.10	 859.40	 50.20	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.80 	 73.20 	 14.90	 0.00	 6.50	 13.70	 861.20	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 72.50 	 14.40	 0.00	 3.60	 3.60	 861.90	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.10 	 73.80 	 14.30	 0.00	 6.00	 9.40	 861.20	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.60 	 75.20 	 14.10	 0.00	 6.10	 12.50	 862.50	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.40 	 76.40 	 14.20	 0.00	 4.00	 5.10	 861.90	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.10 	 76.90 	 14.00	 0.00	 4.20	 10.30	 861.20	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.10 	 72.40 	 13.10	 0.00	 3.60	 4.50	 860.60	 0.00	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.40 	 64.00 	 11.50	 0.00	 3.90	 8.50	 860.00	 0.00	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.50 	 58.30 	 10.20	 0.00	 2.50	 8.50	 860.00	 0.00	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.60 	 58.60 	 10.30	 0.00	 3.20	 5.80	 860.00	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 59.70 	 10.70	 0.00	 3.10	 8.60	 862.50	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 58.50 	 10.40	 0.00	 2.80	 5.80	 861.20	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.80 	 59.90 	 10.90	 0.00	 2.70	 6.30	 860.60	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 60.50 	 10.90	 0.00	 3.20	 5.00	 862.50	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 60.10 	 10.80	 0.00	 3.20	 9.80	 861.90	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.60 	 61.30 	 11.00	 0.00	 1.30	 3.90	 861.90	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.50 	 63.00 	 11.30	 0.00	 0.70	 2.70	 860.60	 0.00	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.40 	 63.40 	 11.30	 0.00	 1.10	 4.80	 861.90	 0.00	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.60 	 62.90 	 11.40	 0.00	 2.70	 2.70	 860.60	 0.00	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.90 	 62.20 	 11.50	 0.00	 1.90	 5.90	 860.60	 0.00	 21.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 63.10 	 11.50	 0.00	 1.50	 2.10	 861.90	 0.00	 21.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.40 	 64.80 	 11.70	 0.00	 2.40	 2.40	 860.60	 0.00	 21.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.50 	 63.50 	 11.40	 0.00	 2.00	 2.90	 861.90	 0.00	 21.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.50 	 64.70 	 11.70	 0.00	 1.10	 3.50	 861.90	 0.00	 21.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.40 	 65.50 	 11.80	 0.00	 4.20	 4.20	 861.90	 0.00	 21.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.40 	 66.20 	 12.00	 0.00	 4.30	 7.00	 861.90	 0.00	 21.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.30 	 67.20 	 12.10	 0.00	 4.00	 7.50	 862.50	 0.00	 21.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.20 	 69.30 	 12.50	 0.00	 3.50	 3.50	 861.20	 0.00	 21.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.10 	 71.10 	 12.80	 0.00	 2.20	 2.20	 862.50	 0.00	 21.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.10 	 71.00 	 12.80	 0.00	 2.50	 4.10	 862.50	 0.00	 21.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.30 	 69.50 	 12.60	 0.00	 6.20	 12.30	 860.60	 0.00	 21.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.30 	 69.90 	 12.70	 0.00	 7.20	 7.20	 861.90	 0.00	 21.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.40 	 70.20 	 12.90	 0.00	 5.40	 13.20	 861.20	 0.00	 21.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.50 	 69.40 	 12.80	 0.00	 7.10	 17.50	 861.20	 0.00	 21.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.30 	 68.90 	 12.50	 0.00	 7.60	 10.80	 861.20	 0.00	 21.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.30 	 68.60 	 12.40	 0.00	 4.40	 13.30	 861.20	 0.00	 21.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.50 	 69.30 	 12.80	 0.00	 3.80	 5.00	 861.20	 0.00	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 70.60 	 13.30	 0.00	 2.90	 9.20	 860.00	 0.00	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.80 	 73.30 	 13.90	 0.00	 2.60	 11.30	 860.00	 0.00	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.80 	 71.90 	 13.60	 0.00	 5.10	 11.60	 861.20	 0.00	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.60 	 69.80 	 13.00	 0.00	 5.70	 6.10	 861.20	 0.00	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.30 	 71.40 	 13.00	 0.00	 7.10	 12.30	 861.20	 0.00	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.80 	 73.30 	 13.00	 0.00	 6.80	 21.30	 861.20	 0.00	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.40 	 74.30 	 12.80	 0.00	 5.90	 5.90	 860.60	 0.00	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.10 	 75.80 	 12.80	 0.00	 3.10	 8.80	 861.20	 0.00	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.90 	 76.60 	 12.80	 0.00	 1.40	 1.40	 861.20	 0.00	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.80 	 77.10 	 12.80	 0.00	 2.10	 2.90	 861.90	 0.00	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.70 	 77.40 	 12.70	 0.00	 1.80	 4.00	 860.00	 0.00	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.70 	 77.60 	 12.80	 0.00	 1.20	 1.20	 861.20	 0.00	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.60 	 77.20 	 12.60	 0.00	 2.00	 2.00	 860.00	 0.00	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.50 	 78.20 	 12.70	 0.00	 1.60	 3.10	 859.40	 0.00	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.40 	 78.60 	 12.70	 0.00	 0.40	 1.50	 860.60	 0.00	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.40 	 78.50 	 12.70	 0.00	 2.30	 6.70	 860.60	 0.00	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.30 	 78.70 	 12.60	 0.00	 3.60	 6.40	 860.60	 0.00	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.20 	 78.90 	 12.50	 0.00	 2.30	 2.30	 860.60	 0.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.20 	 79.10 	 12.60	 0.00	 4.00	 11.40	 858.80	 0.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.00 	 80.00 	 12.60	 0.00	 3.30	 3.30	 860.60	 0.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.00 	 81.00 	 12.70	 0.00	 2.60	 6.10	 860.60	 0.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.00 	 80.90 	 12.70	 0.00	 1.60	 1.60	 861.20	 0.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.00 	 80.80 	 12.70	 0.00	 1.60	 2.50	 861.20	 0.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.10 	 80.80 	 12.80	 0.00	 2.80	 8.50	 861.20	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.20 	 80.70 	 12.90	 0.00	 3.20	 8.80	 860.00	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.20 	 80.50 	 12.80	 0.00	 2.30	 5.20	 860.60	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.20 	 80.70 	 12.90	 0.00	 0.60	 2.40	 860.60	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.10 	 81.10 	 12.90	 0.00	 1.00	 3.70	 861.20	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.90 	 82.10 	 12.90	 0.00	 4.30	 7.60	 860.00	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.70 	 82.70 	 12.80	 0.00	 4.40	 7.50	 861.20	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.70 	 83.00 	 12.80	 0.00	 2.30	 7.40	 862.50	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.60 	 83.70 	 12.90	 0.00	 2.90	 2.90	 859.40	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.70 	 84.00 	 13.00	 0.20	 0.60	 1.50	 860.60	 0.00	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.60 	 84.50 	 13.00	 0.00	 2.10	 5.90	 860.60	 0.00	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.60 	 84.90 	 13.10	 0.00	 1.30	 1.70	 861.20	 0.00	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.70 	 84.60 	 13.10	 0.00	 2.30	 2.30	 859.40	 38.60	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.40 	 83.90 	 13.70	 0.00	 2.30	 7.00	 860.00	 158.20	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.40 	 82.80 	 14.40	 0.00	 3.30	 7.30	 860.60	 196.80	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.10 	 79.00 	 14.40	 0.00	 4.00	 6.90	 861.90	 241.10	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 77.00 	 14.60	 0.00	 1.80	 6.10	 861.90	 175.50	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.00 	 76.90 	 14.90	 0.00	 2.40	 6.30	 861.20	 200.60	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.30 	 76.30 	 15.00	 0.00	 2.70	 6.20	 861.20	 239.20	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 71.60 	 14.80	 0.00	 2.60	 3.10	 862.50	 416.70	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.90 	 69.90 	 15.20	 0.00	 3.10	 3.10	 861.90	 408.90	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.50 	 67.70 	 15.30	 0.00	 6.60	 14.30	 860.00	 534.30	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.20 	 64.40 	 15.20	 0.00	 5.40	 11.40	 861.20	 588.30	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.60 	 63.10 	 15.20	 0.00	 6.20	 12.90	 861.20	 424.40	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.80 	 63.40 	 15.50	 0.00	 8.60	 21.40	 860.60	 665.50	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.70 	 65.40 	 15.90	 0.00	 9.60	 23.40	 861.20	 794.70	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.60 	 61.90 	 14.90	 0.00	 8.30	 16.70	 861.20	 611.50	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.60 	 64.30 	 15.50	 0.00	 8.30	 14.90	 860.00	 769.70	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.40 	 62.50 	 15.80	 0.00	 2.60	 7.60	 860.60	 779.30	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.10 	 57.90 	 15.30	 0.00	 3.20	 6.00	 859.40	 808.30	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.00 	 54.00 	 15.00	 0.00	 3.60	 9.50	 860.60	 707.90	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.20 	 51.70 	 14.60	 0.00	 5.00	 10.80	 861.20	 734.90	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.70 	 49.40 	 14.30	 0.00	 7.40	 23.50	 860.60	 941.40	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.90 	 56.30 	 16.50	 0.00	 7.10	 19.20	 859.40	 1028.20	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.40 	 57.90 	 16.50	 0.00	 7.60	 13.00	 859.40	 1030.10	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.20 	 58.50 	 16.50	 0.00	 9.20	 18.40	 860.60	 960.60	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.10 	 62.50 	 16.50	 0.00	 12.70	 28.10	 860.00	 601.80	 21.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.70 	 62.50 	 16.10	 0.00	 14.30	 23.50	 858.80	 881.60	 21.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.40 	 63.80 	 16.20	 0.00	 13.40	 23.10	 861.20	 515.00	 21.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.20 	 60.90 	 16.20	 0.00	 10.90	 21.10	 858.80	 1134.30	 21.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.90 	 60.80 	 16.80	 0.00	 9.80	 30.80	 860.00	 1165.10	 21.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.40 	 56.40 	 16.10	 0.00	 8.90	 15.20	 859.40	 1035.90	 21.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.40 	 51.40 	 14.70	 0.00	 7.80	 28.90	 858.10	 401.20	 21.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.50 	 48.10 	 13.70	 0.00	 3.80	 10.70	 858.10	 312.50	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
25.30 	 50.00 	 14.10	 0.00	 3.00	 11.60	 858.10	 171.70	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.90 	 52.30 	 14.50	 0.00	 5.50	 5.50	 858.80	 214.10	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.90 	 61.90 	 17.10	 0.20	 4.00	 11.40	 858.80	 476.50	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
24.60 	 63.60 	 17.20	 0.00	 3.50	 8.30	 856.90	 538.20	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.80 	 66.80 	 17.30	 0.00	 9.20	 17.20	 856.20	 266.20	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.30 	 73.00 	 18.20	 0.00	 7.10	 14.40	 859.40	 235.30	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.00 	 71.70 	 17.60	 0.00	 6.50	 11.60	 858.10	 225.70	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.30 	 68.90 	 17.30	 0.00	 4.10	 9.00	 858.80	 272.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.30 	 71.50 	 17.90	 0.00	 5.30	 15.10	 859.40	 395.40	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.10 	 73.20 	 18.00	 0.00	 6.50	 12.70	 857.50	 245.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
23.10 	 72.20 	 17.80	 0.00	 5.60	 9.50	 858.80	 364.60	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.80 	 73.10 	 17.70	 0.00	 6.60	 11.60	 856.90	 237.30	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
22.10 	 75.30 	 17.50	 0.00	 8.70	 18.60	 858.10	 144.70	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
21.90 	 77.20 	 17.70	 0.20	 6.10	 15.20	 857.50	 273.90	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
