	Variable de la estacion MagyaCba La Cumbrecita 
 
Temp	Hume	Pto.Ro	Precipt	Vel.Vie	Raf.Vie	  Pres	Rad.Sol	Temp_S1	Temp_S2	Temp_S3	Hum_S1	Hum_S2	Hum_S3	Hum_Hoja
16.20 	 63.70 	 9.30	 0.00	 12.30	 23.10	 861.90	 127.30	 22.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.80 	 65.10 	 9.30	 0.00	 9.10	 17.80	 861.90	 127.30	 22.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.80 	 65.90 	 9.40	 0.00	 8.00	 18.20	 861.90	 111.90	 22.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.60 	 66.50 	 9.40	 0.00	 7.40	 13.30	 861.20	 75.20	 22.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.40 	 67.20 	 9.40	 0.00	 6.30	 13.40	 861.90	 36.70	 22.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.40 	 67.50 	 9.40	 0.00	 6.30	 14.60	 861.20	 54.00	 22.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.30 	 67.10 	 9.20	 0.00	 3.60	 8.40	 860.60	 0.00	 22.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.20 	 68.30 	 9.40	 0.00	 3.60	 9.90	 861.90	 0.00	 22.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.10 	 68.30 	 9.30	 0.00	 2.30	 5.80	 861.20	 0.00	 22.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.70 	 70.30 	 9.40	 0.00	 6.10	 15.70	 860.60	 0.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.00 	 71.80 	 9.00	 0.00	 9.20	 14.30	 860.60	 0.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.60 	 72.60 	 8.80	 0.00	 10.20	 17.60	 861.90	 0.00	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.50 	 73.50 	 8.90	 0.00	 7.00	 15.70	 861.90	 0.00	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.10 	 74.40 	 8.70	 0.00	 8.90	 20.20	 861.90	 0.00	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
12.90 	 75.20 	 8.60	 0.00	 4.90	 14.20	 861.20	 0.00	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
12.60 	 76.60 	 8.60	 0.00	 6.00	 6.00	 863.80	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
12.20 	 78.80 	 8.60	 0.00	 7.20	 10.70	 861.20	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.90 	 79.70 	 8.50	 0.00	 6.20	 11.80	 863.80	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.80 	 80.00 	 8.50	 0.00	 4.70	 8.70	 863.10	 0.00	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.80 	 80.60 	 8.60	 0.00	 5.20	 10.60	 863.10	 0.00	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.60 	 80.90 	 8.40	 0.00	 4.20	 9.20	 862.50	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.50 	 81.30 	 8.40	 0.00	 5.10	 9.00	 861.90	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.40 	 81.50 	 8.40	 0.00	 6.40	 13.70	 863.10	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.40 	 81.90 	 8.40	 0.00	 3.90	 9.30	 863.10	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.30 	 81.20 	 8.20	 0.00	 3.50	 7.80	 862.50	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.10 	 81.40 	 8.00	 0.00	 2.90	 5.90	 863.80	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.10 	 81.40 	 8.00	 0.00	 1.00	 8.00	 863.80	 0.00	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.00 	 81.90 	 8.00	 0.00	 4.00	 6.70	 863.80	 0.00	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.00 	 82.20 	 8.10	 0.00	 3.70	 5.90	 863.80	 0.00	 21.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.00 	 82.20 	 8.10	 0.00	 2.20	 2.80	 864.40	 0.00	 21.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.10 	 82.20 	 8.20	 0.00	 1.20	 1.20	 864.40	 0.00	 21.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.00 	 82.50 	 8.10	 0.00	 3.70	 9.20	 863.10	 0.00	 21.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.90 	 82.20 	 8.00	 0.00	 1.80	 5.00	 862.50	 0.00	 21.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.90 	 82.50 	 8.00	 0.00	 2.50	 6.80	 862.50	 0.00	 21.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.80 	 81.80 	 7.80	 0.00	 3.20	 7.50	 863.80	 0.00	 21.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.80 	 82.50 	 7.90	 0.00	 2.80	 6.10	 862.50	 0.00	 21.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.70 	 82.70 	 7.90	 0.00	 4.40	 8.50	 862.50	 0.00	 21.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.50 	 83.10 	 7.80	 0.00	 4.00	 10.60	 865.00	 0.00	 21.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.40 	 83.60 	 7.70	 0.00	 4.80	 9.90	 865.60	 0.00	 21.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.20 	 84.20 	 7.70	 0.00	 4.70	 9.50	 863.80	 0.00	 21.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.10 	 84.80 	 7.70	 0.00	 3.40	 13.80	 865.00	 0.00	 21.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.00 	 85.40 	 7.70	 0.00	 4.20	 11.20	 864.40	 0.00	 21.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.10 	 84.90 	 7.70	 0.00	 3.20	 6.30	 864.40	 0.00	 21.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.00 	 82.60 	 7.20	 0.00	 4.40	 8.80	 863.10	 0.00	 21.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.00 	 83.20 	 7.30	 0.00	 3.80	 9.30	 863.10	 0.00	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.00 	 83.50 	 7.30	 0.00	 2.70	 4.60	 863.10	 0.00	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.90 	 83.70 	 7.30	 0.00	 4.10	 5.00	 862.50	 0.00	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.80 	 84.30 	 7.30	 0.00	 4.00	 7.00	 864.40	 0.00	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.60 	 84.80 	 7.20	 0.00	 5.10	 11.40	 863.10	 0.00	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.50 	 85.20 	 7.10	 0.00	 3.30	 6.00	 862.50	 0.00	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.40 	 85.80 	 7.10	 0.00	 5.70	 5.70	 863.10	 0.00	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.40 	 86.20 	 7.20	 0.00	 4.50	 10.60	 863.10	 0.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.40 	 86.10 	 7.20	 0.00	 5.00	 12.20	 863.10	 0.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.40 	 86.30 	 7.20	 0.00	 3.60	 3.60	 862.50	 0.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.20 	 86.30 	 7.00	 0.00	 4.90	 9.30	 861.90	 0.00	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.20 	 86.80 	 7.10	 0.00	 3.90	 3.90	 863.10	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.10 	 86.90 	 7.00	 0.00	 3.80	 11.40	 861.90	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.90 	 87.30 	 6.90	 0.00	 5.80	 11.50	 863.10	 0.00	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.90 	 87.40 	 6.90	 0.00	 1.00	 3.10	 862.50	 0.00	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.90 	 87.50 	 6.90	 0.00	 0.00	 0.00	 861.20	 0.00	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.80 	 87.50 	 6.80	 0.00	 0.00	 0.00	 861.20	 0.00	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.70 	 87.60 	 6.80	 0.00	 2.20	 10.70	 862.50	 0.00	 20.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.70 	 87.80 	 6.80	 0.00	 4.00	 7.00	 860.60	 0.00	 20.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.70 	 87.90 	 6.80	 0.00	 0.00	 0.00	 859.40	 0.00	 20.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.60 	 87.90 	 6.70	 0.00	 0.00	 0.00	 860.60	 0.00	 20.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.60 	 88.00 	 6.70	 0.00	 0.80	 2.70	 862.50	 0.00	 20.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.60 	 88.20 	 6.80	 0.00	 0.10	 8.30	 860.60	 0.00	 20.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.60 	 88.20 	 6.80	 0.00	 1.50	 8.60	 861.20	 0.00	 20.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.60 	 88.30 	 6.80	 0.00	 1.60	 7.90	 861.20	 0.00	 20.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.80 	 88.60 	 7.00	 0.00	 0.00	 0.00	 858.80	 0.00	 20.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
8.90 	 88.70 	 7.10	 0.00	 0.00	 0.00	 859.40	 0.00	 20.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.10 	 88.70 	 7.30	 0.00	 0.00	 0.00	 858.80	 0.00	 20.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.10 	 88.60 	 7.30	 0.00	 0.00	 0.00	 860.00	 0.00	 20.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.10 	 88.50 	 7.30	 0.00	 0.00	 0.00	 862.50	 0.00	 20.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.10 	 88.50 	 7.30	 0.00	 0.00	 0.00	 861.90	 0.00	 20.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.20 	 88.40 	 7.40	 0.00	 0.00	 0.00	 861.90	 0.00	 20.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.20 	 88.40 	 7.40	 0.00	 0.00	 0.00	 860.60	 0.00	 20.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.20 	 88.40 	 7.40	 0.00	 0.00	 0.00	 861.90	 0.00	 20.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.30 	 88.40 	 7.50	 0.00	 0.00	 0.00	 863.10	 0.00	 20.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.40 	 88.40 	 7.60	 0.00	 0.00	 0.00	 859.40	 0.00	 20.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.40 	 88.20 	 7.50	 0.00	 0.00	 0.00	 860.60	 0.00	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.40 	 87.90 	 7.50	 0.00	 0.00	 0.00	 861.20	 48.20	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.40 	 87.80 	 7.50	 0.00	 0.00	 0.00	 861.20	 52.10	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.50 	 87.50 	 7.50	 0.00	 1.50	 1.50	 860.00	 59.80	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.60 	 87.40 	 7.60	 0.00	 2.40	 6.10	 861.90	 86.80	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.60 	 87.00 	 7.50	 0.00	 2.80	 5.50	 861.20	 98.40	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
9.80 	 86.60 	 7.70	 0.00	 3.60	 7.00	 861.90	 142.70	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.10 	 85.60 	 7.80	 0.00	 2.00	 4.90	 861.20	 191.00	 19.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
10.60 	 84.20 	 8.00	 0.00	 2.80	 2.80	 861.20	 277.80	 19.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.10 	 83.30 	 8.40	 0.00	 2.20	 5.30	 860.60	 256.60	 19.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.40 	 82.80 	 8.60	 0.00	 4.80	 7.40	 860.60	 331.80	 19.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
11.90 	 81.20 	 8.80	 0.00	 4.10	 9.30	 860.60	 391.60	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
12.10 	 80.80 	 8.90	 0.00	 4.80	 9.50	 861.20	 345.30	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
12.80 	 78.60 	 9.20	 0.00	 3.40	 7.50	 861.20	 520.80	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.00 	 75.30 	 9.70	 0.00	 2.80	 6.90	 861.90	 711.80	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.80 	 73.40 	 10.10	 0.00	 3.70	 4.40	 861.90	 752.30	 19.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.40 	 72.30 	 10.40	 0.00	 5.20	 13.90	 861.90	 787.00	 20.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.50 	 71.40 	 10.40	 0.00	 5.50	 6.30	 860.00	 812.10	 20.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.10 	 71.20 	 10.90	 0.00	 4.50	 10.10	 860.60	 846.80	 20.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.50 	 68.60 	 10.70	 0.00	 5.30	 11.20	 861.90	 891.20	 20.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.80 	 69.70 	 11.20	 0.00	 5.20	 10.50	 861.20	 927.80	 20.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.00 	 68.40 	 11.10	 0.00	 5.00	 11.60	 861.20	 962.60	 20.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.70 	 66.70 	 11.40	 0.00	 3.90	 11.00	 861.90	 995.40	 20.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.00 	 64.20 	 11.10	 0.00	 5.30	 11.60	 861.20	 1028.20	 20.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.20 	 64.60 	 11.40	 0.00	 5.90	 5.90	 861.90	 1060.90	 20.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.20 	 65.30 	 11.60	 0.00	 6.70	 14.40	 860.00	 1082.20	 20.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.20 	 64.30 	 11.40	 0.00	 7.50	 11.30	 862.50	 1109.20	 20.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.40 	 64.00 	 11.50	 0.00	 8.20	 16.00	 862.50	 1130.40	 20.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.60 	 65.00 	 11.90	 0.00	 7.90	 14.10	 862.50	 1147.80	 20.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.70 	 62.70 	 11.40	 0.00	 6.50	 13.40	 860.00	 1159.30	 21.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.90 	 62.00 	 11.50	 0.00	 7.40	 14.90	 860.00	 1170.90	 21.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.90 	 61.00 	 11.20	 0.00	 7.80	 16.40	 859.40	 1176.70	 21.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.20 	 60.30 	 11.30	 0.00	 6.50	 14.90	 861.20	 1184.40	 21.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.50 	 61.50 	 11.90	 0.00	 7.70	 17.30	 860.60	 1190.20	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.60 	 59.10 	 11.40	 0.00	 8.40	 16.40	 861.20	 1196.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.70 	 58.80 	 11.40	 0.00	 7.20	 13.30	 861.20	 1197.90	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.80 	 58.60 	 11.50	 0.00	 8.60	 22.00	 860.60	 1196.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.00 	 58.80 	 11.70	 0.00	 8.50	 17.30	 861.20	 1190.20	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 58.80 	 11.80	 0.00	 8.40	 21.50	 859.40	 1182.50	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.10 	 59.80 	 12.00	 0.00	 9.70	 21.80	 861.20	 1180.50	 22.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.90 	 61.00 	 12.20	 0.00	 9.70	 19.70	 859.40	 949.10	 22.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.80 	 61.60 	 12.20	 0.00	 10.40	 24.20	 860.00	 1163.20	 22.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.70 	 62.10 	 12.20	 0.00	 10.70	 23.20	 860.00	 1151.60	 22.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.90 	 63.00 	 12.70	 0.00	 11.00	 26.20	 861.20	 1169.00	 23.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
20.00 	 64.20 	 13.00	 0.00	 9.50	 21.20	 860.00	 1138.10	 23.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.80 	 62.70 	 12.50	 0.00	 9.40	 19.30	 860.60	 657.80	 23.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.20 	 64.50 	 12.30	 0.00	 10.20	 21.80	 860.00	 380.00	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
19.00 	 65.90 	 12.50	 0.00	 10.30	 21.10	 859.40	 424.40	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.80 	 66.40 	 12.40	 0.00	 11.00	 20.70	 858.80	 569.10	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.20 	 68.40 	 12.30	 0.00	 10.50	 18.80	 859.40	 302.90	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
18.00 	 69.60 	 12.40	 0.00	 10.60	 20.60	 858.80	 248.80	 23.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.70 	 70.50 	 12.30	 0.00	 10.40	 22.10	 860.60	 297.10	 23.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.80 	 70.60 	 12.40	 0.00	 9.40	 20.40	 857.50	 322.10	 23.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.60 	 71.00 	 12.30	 0.00	 10.20	 15.50	 859.40	 316.40	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.60 	 71.70 	 12.40	 0.00	 10.10	 21.10	 858.80	 324.10	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.50 	 72.10 	 12.40	 0.00	 9.30	 18.40	 858.80	 322.10	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.40 	 72.40 	 12.40	 0.00	 9.30	 18.40	 858.10	 281.60	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.30 	 73.10 	 12.40	 0.00	 9.10	 17.00	 859.40	 275.80	 23.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
17.10 	 73.40 	 12.30	 0.00	 8.50	 20.20	 859.40	 233.40	 23.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.90 	 74.00 	 12.20	 0.00	 9.50	 19.90	 858.80	 179.40	 23.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.70 	 74.60 	 12.20	 0.00	 8.80	 16.30	 860.00	 140.80	 23.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.50 	 75.60 	 12.20	 0.00	 8.10	 17.20	 858.80	 123.50	 23.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.40 	 76.20 	 12.20	 0.00	 8.40	 16.80	 858.10	 81.00	 23.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
16.10 	 77.20 	 12.10	 0.00	 8.50	 16.80	 858.80	 54.00	 23.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.80 	 78.00 	 12.00	 0.00	 8.50	 18.50	 858.10	 40.50	 23.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.80 	 78.40 	 12.10	 0.00	 7.00	 16.10	 857.50	 42.40	 23.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.70 	 79.00 	 12.10	 0.00	 7.60	 15.90	 858.80	 0.00	 23.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.50 	 79.40 	 12.00	 0.00	 7.50	 12.80	 858.10	 0.00	 22.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.50 	 79.70 	 12.00	 0.00	 6.50	 16.40	 858.80	 0.00	 22.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.50 	 80.10 	 12.10	 0.00	 6.40	 16.70	 860.00	 0.00	 22.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.30 	 80.20 	 11.90	 0.00	 7.20	 13.20	 858.10	 0.00	 22.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.30 	 80.90 	 12.00	 0.00	 7.40	 15.60	 858.10	 0.00	 22.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.10 	 81.40 	 11.90	 0.00	 7.80	 11.80	 858.80	 0.00	 22.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
15.00 	 81.80 	 11.90	 0.00	 6.70	 15.40	 858.80	 0.00	 22.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.90 	 82.20 	 11.90	 0.00	 7.30	 17.30	 856.90	 0.00	 22.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.80 	 82.80 	 11.90	 0.00	 7.30	 15.30	 858.10	 0.00	 22.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.70 	 83.10 	 11.90	 0.00	 6.30	 14.50	 859.40	 0.00	 22.50	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.70 	 83.30 	 11.90	 0.00	 5.90	 10.60	 857.50	 0.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.60 	 83.90 	 11.90	 0.00	 6.70	 7.20	 857.50	 0.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.60 	 84.10 	 11.90	 0.00	 6.10	 16.00	 860.00	 0.00	 22.40	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.40 	 84.80 	 11.90	 0.00	 6.80	 13.50	 858.10	 0.00	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.20 	 85.40 	 11.80	 0.00	 8.10	 16.90	 858.80	 0.00	 22.30	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.20 	 85.80 	 11.90	 0.00	 6.50	 15.60	 858.10	 0.00	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.20 	 86.10 	 11.90	 0.00	 6.10	 8.60	 858.10	 0.00	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.20 	 86.20 	 11.90	 0.00	 5.70	 12.70	 859.40	 0.00	 22.20	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.10 	 86.50 	 11.90	 0.00	 4.90	 8.50	 858.80	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.10 	 86.70 	 11.90	 0.00	 4.70	 9.80	 858.80	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.10 	 86.80 	 11.90	 0.00	 4.90	 8.40	 861.90	 0.00	 22.10	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
14.00 	 86.70 	 11.80	 0.00	 6.90	 13.20	 858.80	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.90 	 86.40 	 11.70	 0.00	 6.20	 9.70	 860.00	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.90 	 86.30 	 11.70	 0.00	 6.40	 13.00	 860.00	 0.00	 22.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.90 	 86.20 	 11.60	 0.00	 6.50	 12.40	 861.20	 0.00	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.80 	 86.30 	 11.60	 0.00	 6.10	 12.90	 861.20	 0.00	 21.90	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.80 	 86.60 	 11.60	 0.00	 5.80	 12.60	 860.60	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.80 	 86.40 	 11.60	 0.00	 5.10	 10.10	 859.40	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.80 	 86.40 	 11.60	 0.00	 4.70	 11.40	 860.60	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.90 	 86.20 	 11.60	 0.00	 3.40	 8.30	 859.40	 0.00	 21.80	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.90 	 85.70 	 11.50	 0.00	 1.70	 5.00	 859.40	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.90 	 85.10 	 11.40	 0.00	 2.80	 6.00	 859.40	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.70 	 85.30 	 11.30	 0.00	 1.50	 4.00	 858.80	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.50 	 86.20 	 11.20	 0.00	 2.40	 2.40	 858.80	 0.00	 21.70	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
13.50 	 86.70 	 11.30	 0.00	 1.00	 1.60	 860.00	 0.00	 21.60	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
